ID,study,position,price,level,order,answers
T6wXjrfJlI,1b,oben,A,A2,3,4
T6wXjrfJlI,1b,oben,A,A3,3,1
T6wXjrfJlI,1b,oben,A,A4,3,7
T6wXjrfJlI,1b,oben,A,A5,3,2
T6wXjrfJlI,2,oben,A,A1,2,9
T6wXjrfJlI,2,oben,A,A2,2,2
T6wXjrfJlI,2,oben,A,A3,2,2
T6wXjrfJlI,2,oben,A,A4,2,8
T6wXjrfJlI,2,oben,A,A5,2,3
HMbXMoSt26,1a,oben,A,A1,2,7.5
HMbXMoSt26,1a,oben,A,A2,2,1.95
HMbXMoSt26,1a,oben,A,A3,2,2
HMbXMoSt26,1a,oben,A,A4,2,8
HMbXMoSt26,1a,oben,A,A5,2,20
HMbXMoSt26,1b,unten,L,L1,3,9
HMbXMoSt26,1b,unten,L,L2,3,9
HMbXMoSt26,1b,unten,L,L3,3,9
HMbXMoSt26,1b,unten,L,L4,3,9
HMbXMoSt26,1b,unten,L,L5,3,8
HMbXMoSt26,2,unten,A,A1,1,6
HMbXMoSt26,2,unten,A,A2,1,1
HMbXMoSt26,2,unten,A,A3,1,3
HMbXMoSt26,2,unten,A,A4,1,5
HMbXMoSt26,2,unten,A,A5,1,9
yGWTOr1TxS,1a,oben,L,L1,1,400
yGWTOr1TxS,1a,oben,L,L2,1,30
yGWTOr1TxS,1a,oben,L,L3,1,10
yGWTOr1TxS,1a,oben,L,L4,1,500000
yGWTOr1TxS,1a,oben,L,L5,1,35
yGWTOr1TxS,1b,unten,A,A1,3,6
yGWTOr1TxS,1b,unten,A,A2,3,5
yGWTOr1TxS,1b,unten,A,A3,3,6
yGWTOr1TxS,1b,unten,A,A4,3,8
yGWTOr1TxS,1b,unten,A,A5,3,5
yGWTOr1TxS,2,unten,L,L1,2,1
yGWTOr1TxS,2,unten,L,L2,2,1
yGWTOr1TxS,2,unten,L,L3,2,1
yGWTOr1TxS,2,unten,L,L4,2,1
yGWTOr1TxS,2,unten,L,L5,2,1
RwKiPjRemv,1a,unten,L,L1,1,400
RwKiPjRemv,1a,unten,L,L2,1,15
RwKiPjRemv,1a,unten,L,L3,1,10
RwKiPjRemv,1a,unten,L,L4,1,4000
RwKiPjRemv,1a,unten,L,L5,1,10
RwKiPjRemv,1b,oben,L,L1,3,8
RwKiPjRemv,1b,oben,L,L2,3,8
RwKiPjRemv,1b,oben,L,L3,3,9
RwKiPjRemv,1b,oben,L,L4,3,9
RwKiPjRemv,1b,oben,L,L5,3,9
RwKiPjRemv,2,unten,A,A1,2,8
RwKiPjRemv,2,unten,A,A2,2,9
RwKiPjRemv,2,unten,A,A3,2,9
RwKiPjRemv,2,unten,A,A4,2,7
RwKiPjRemv,2,unten,A,A5,2,9
5llljCu9h2,1a,unten,A,A1,3,0
5llljCu9h2,1a,unten,A,A2,3,2
5llljCu9h2,1a,unten,A,A3,3,0
5llljCu9h2,1a,unten,A,A4,3,5
5llljCu9h2,1a,unten,A,A5,3,30
5llljCu9h2,1b,oben,L,L2,1,6
5llljCu9h2,1b,oben,L,L3,1,8
5llljCu9h2,1b,oben,L,L4,1,9
5llljCu9h2,1b,oben,L,L5,1,8
5llljCu9h2,2,oben,A,A1,2,3
5llljCu9h2,2,oben,A,A2,2,3
5llljCu9h2,2,oben,A,A3,2,2
5llljCu9h2,2,oben,A,A4,2,4
5llljCu9h2,2,oben,A,A5,2,1
mG1me99lDL,1a,oben,A,A1,3,19
mG1me99lDL,1a,oben,A,A2,3,24
mG1me99lDL,1a,oben,A,A3,3,15
mG1me99lDL,1a,oben,A,A4,3,9
mG1me99lDL,1a,oben,A,A5,3,39
mG1me99lDL,1b,unten,A,A1,1,4
mG1me99lDL,1b,unten,A,A2,1,7
mG1me99lDL,1b,unten,A,A3,1,6
mG1me99lDL,1b,unten,A,A4,1,6
mG1me99lDL,1b,unten,A,A5,1,7
mG1me99lDL,2,unten,L,L1,2,2
mG1me99lDL,2,unten,L,L2,2,1
mG1me99lDL,2,unten,L,L3,2,1
mG1me99lDL,2,unten,L,L4,2,2
mG1me99lDL,2,unten,L,L5,2,3
0swpwQecG1,1a,unten,A,A1,3,12.9
0swpwQecG1,1a,unten,A,A2,3,12.9
0swpwQecG1,1a,unten,A,A3,3,6.9
0swpwQecG1,1a,unten,A,A4,3,14.950000000000001
0swpwQecG1,1a,unten,A,A5,3,19.95
0swpwQecG1,1b,oben,A,A1,2,7
0swpwQecG1,1b,oben,A,A2,2,4
0swpwQecG1,1b,oben,A,A3,2,3
0swpwQecG1,1b,oben,A,A4,2,8
0swpwQecG1,1b,oben,A,A5,2,3
0swpwQecG1,2,oben,L,L1,1,2
0swpwQecG1,2,oben,L,L2,1,1
0swpwQecG1,2,oben,L,L3,1,1
0swpwQecG1,2,oben,L,L4,1,1
0swpwQecG1,2,oben,L,L5,1,2
Z5e3O5rxYd,1a,unten,L,L1,2,400
Z5e3O5rxYd,1a,unten,L,L2,2,50
Z5e3O5rxYd,1a,unten,L,L3,2,20
Z5e3O5rxYd,1a,unten,L,L4,2,100000
Z5e3O5rxYd,1a,unten,L,L5,2,130
Z5e3O5rxYd,1b,oben,L,L1,1,7
Z5e3O5rxYd,1b,oben,L,L2,1,7
Z5e3O5rxYd,1b,oben,L,L3,1,8
Z5e3O5rxYd,1b,oben,L,L4,1,9
Z5e3O5rxYd,1b,oben,L,L5,1,8
Z5e3O5rxYd,2,unten,A,A1,3,7
Z5e3O5rxYd,2,unten,A,A2,3,9
Z5e3O5rxYd,2,unten,A,A3,3,9
Z5e3O5rxYd,2,unten,A,A4,3,7
Z5e3O5rxYd,2,unten,A,A5,3,7
cfWNQKlR53,1a,unten,A,A1,1,10
cfWNQKlR53,1a,unten,A,A2,1,15
cfWNQKlR53,1a,unten,A,A3,1,3
cfWNQKlR53,1a,unten,A,A4,1,9
cfWNQKlR53,1a,unten,A,A5,1,29
cfWNQKlR53,1b,oben,A,A1,2,3
cfWNQKlR53,1b,oben,A,A2,2,5
cfWNQKlR53,1b,oben,A,A4,2,7
cfWNQKlR53,1b,oben,A,A5,2,3
cfWNQKlR53,2,unten,L,L1,3,7
cfWNQKlR53,2,unten,L,L2,3,9
cfWNQKlR53,2,unten,L,L3,3,9
cfWNQKlR53,2,unten,L,L4,3,8
cfWNQKlR53,2,unten,L,L5,3,3
OZVDbcVWmd,1a,unten,L,L1,1,700
OZVDbcVWmd,1a,unten,L,L2,1,30
OZVDbcVWmd,1a,unten,L,L3,1,25
OZVDbcVWmd,1a,unten,L,L4,1,25000
OZVDbcVWmd,1a,unten,L,L5,1,80
OZVDbcVWmd,1b,unten,L,L2,3,7
OZVDbcVWmd,1b,unten,L,L4,3,9
OZVDbcVWmd,1b,unten,L,L5,3,8
OZVDbcVWmd,2,oben,A,A1,2,9
OZVDbcVWmd,2,oben,A,A2,2,9
OZVDbcVWmd,2,oben,A,A3,2,2
OZVDbcVWmd,2,oben,A,A4,2,6
OZVDbcVWmd,2,oben,A,A5,2,9
BKpBRoKc8u,1a,unten,L,L1,1,400
BKpBRoKc8u,1a,unten,L,L2,1,30
BKpBRoKc8u,1a,unten,L,L3,1,15
BKpBRoKc8u,1a,unten,L,L4,1,60000
BKpBRoKc8u,1a,unten,L,L5,1,60
BKpBRoKc8u,1b,oben,A,A1,3,6
BKpBRoKc8u,1b,oben,A,A2,3,7
BKpBRoKc8u,1b,oben,A,A3,3,2
BKpBRoKc8u,1b,oben,A,A4,3,6
BKpBRoKc8u,1b,oben,A,A5,3,6
BKpBRoKc8u,2,oben,L,L1,2,1
BKpBRoKc8u,2,oben,L,L2,2,1
BKpBRoKc8u,2,oben,L,L3,2,1
BKpBRoKc8u,2,oben,L,L4,2,1
BKpBRoKc8u,2,oben,L,L5,2,1
3GY0FVPrIJ,1a,oben,A,A1,1,8
3GY0FVPrIJ,1a,oben,A,A2,1,3
3GY0FVPrIJ,1a,oben,A,A3,1,1
3GY0FVPrIJ,1a,oben,A,A4,1,6
3GY0FVPrIJ,1a,oben,A,A5,1,25
3GY0FVPrIJ,1b,oben,L,L1,2,9
3GY0FVPrIJ,1b,oben,L,L2,2,7
3GY0FVPrIJ,1b,oben,L,L3,2,9
3GY0FVPrIJ,1b,oben,L,L4,2,9
3GY0FVPrIJ,1b,oben,L,L5,2,9
3GY0FVPrIJ,2,unten,L,L1,3,3
3GY0FVPrIJ,2,unten,L,L2,3,1
3GY0FVPrIJ,2,unten,L,L3,3,1
3GY0FVPrIJ,2,unten,L,L4,3,1
3GY0FVPrIJ,2,unten,L,L5,3,1
M8HTzw6aMc,1a,unten,A,A1,2,9.9
M8HTzw6aMc,1a,unten,A,A2,2,15
M8HTzw6aMc,1a,unten,A,A3,2,3.5
M8HTzw6aMc,1a,unten,A,A4,2,15.9
M8HTzw6aMc,1a,unten,A,A5,2,39
M8HTzw6aMc,1b,unten,A,A2,3,7
M8HTzw6aMc,1b,unten,A,A3,3,4
M8HTzw6aMc,1b,unten,A,A4,3,7
M8HTzw6aMc,1b,unten,A,A5,3,7
M8HTzw6aMc,2,oben,A,A1,1,9
M8HTzw6aMc,2,oben,A,A2,1,1
M8HTzw6aMc,2,oben,A,A3,1,1
M8HTzw6aMc,2,oben,A,A4,1,7
M8HTzw6aMc,2,oben,A,A5,1,1
BJC60aYjg0,1a,oben,L,L1,2,450
BJC60aYjg0,1a,oben,L,L2,2,50
BJC60aYjg0,1a,oben,L,L3,2,40
BJC60aYjg0,1a,oben,L,L4,2,60000
BJC60aYjg0,1a,oben,L,L5,2,50
BJC60aYjg0,1b,oben,A,A1,3,8
BJC60aYjg0,1b,oben,A,A2,3,7
BJC60aYjg0,2,oben,L,L1,1,1
BJC60aYjg0,2,oben,L,L2,1,1
BJC60aYjg0,2,oben,L,L3,1,1
BJC60aYjg0,2,oben,L,L4,1,1
BJC60aYjg0,2,oben,L,L5,1,1
8XuzyEVR83,1a,oben,A,A1,3,25
8XuzyEVR83,1a,oben,A,A2,3,12
8XuzyEVR83,1a,oben,A,A3,3,6
8XuzyEVR83,1a,oben,A,A4,3,3
8XuzyEVR83,1a,oben,A,A5,3,150
8XuzyEVR83,1b,oben,L,L1,1,6
8XuzyEVR83,1b,oben,L,L2,1,4
8XuzyEVR83,1b,oben,L,L3,1,7
8XuzyEVR83,1b,oben,L,L4,1,7
8XuzyEVR83,1b,oben,L,L5,1,9
8XuzyEVR83,2,oben,L,L1,2,1
8XuzyEVR83,2,oben,L,L2,2,3
8XuzyEVR83,2,oben,L,L3,2,2
8XuzyEVR83,2,oben,L,L4,2,7
8XuzyEVR83,2,oben,L,L5,2,1
WvPxYL34Oa,1a,oben,L,L1,3,200
WvPxYL34Oa,1a,oben,L,L2,3,10
WvPxYL34Oa,1a,oben,L,L3,3,5
WvPxYL34Oa,1a,oben,L,L4,3,10000
WvPxYL34Oa,1a,oben,L,L5,3,15
WvPxYL34Oa,1b,unten,A,A1,1,8
WvPxYL34Oa,1b,unten,A,A2,1,7
WvPxYL34Oa,1b,unten,A,A3,1,4
WvPxYL34Oa,1b,unten,A,A4,1,9
WvPxYL34Oa,1b,unten,A,A5,1,7
WvPxYL34Oa,2,oben,A,A1,2,2
WvPxYL34Oa,2,oben,A,A2,2,6
WvPxYL34Oa,2,oben,A,A3,2,1
WvPxYL34Oa,2,oben,A,A4,2,1
WvPxYL34Oa,2,oben,A,A5,2,1
snI2zwPl2h,1a,unten,L,L1,1,500
snI2zwPl2h,1a,unten,L,L2,1,30
snI2zwPl2h,1a,unten,L,L3,1,50
snI2zwPl2h,1a,unten,L,L4,1,40000
snI2zwPl2h,1a,unten,L,L5,1,30
snI2zwPl2h,1b,oben,L,L1,3,9
snI2zwPl2h,1b,oben,L,L2,3,5
snI2zwPl2h,1b,oben,L,L4,3,9
snI2zwPl2h,1b,oben,L,L5,3,9
snI2zwPl2h,2,unten,L,L1,2,1
snI2zwPl2h,2,unten,L,L2,2,1
snI2zwPl2h,2,unten,L,L3,2,1
snI2zwPl2h,2,unten,L,L4,2,1
snI2zwPl2h,2,unten,L,L5,2,1
VrU6rudE4O,1a,unten,L,L1,3,499
VrU6rudE4O,1a,unten,L,L2,3,39.9
VrU6rudE4O,1a,unten,L,L3,3,19.99
VrU6rudE4O,1a,unten,L,L4,3,35000
VrU6rudE4O,1a,unten,L,L5,3,159
VrU6rudE4O,1b,unten,L,L1,2,1
VrU6rudE4O,1b,unten,L,L2,2,1
VrU6rudE4O,1b,unten,L,L3,2,2
VrU6rudE4O,1b,unten,L,L4,2,1
VrU6rudE4O,1b,unten,L,L5,2,9
VrU6rudE4O,2,oben,L,L1,1,1
VrU6rudE4O,2,oben,L,L2,1,1
VrU6rudE4O,2,oben,L,L3,1,1
VrU6rudE4O,2,oben,L,L4,1,1
VrU6rudE4O,2,oben,L,L5,1,1
4ETybs6UPw,1a,unten,A,A1,1,9.9
4ETybs6UPw,1a,unten,A,A2,1,49.9
4ETybs6UPw,1a,unten,A,A3,1,2.5
4ETybs6UPw,1a,unten,A,A4,1,5.9
4ETybs6UPw,1a,unten,A,A5,1,39.9
4ETybs6UPw,1b,oben,A,A1,2,6
4ETybs6UPw,1b,oben,A,A2,2,3
4ETybs6UPw,1b,oben,A,A3,2,3
4ETybs6UPw,1b,oben,A,A4,2,4
4ETybs6UPw,1b,oben,A,A5,2,4
4ETybs6UPw,2,unten,A,A1,3,6
4ETybs6UPw,2,unten,A,A2,3,1
4ETybs6UPw,2,unten,A,A3,3,1
4ETybs6UPw,2,unten,A,A4,3,7
4ETybs6UPw,2,unten,A,A5,3,1
9t5x12nBci,1a,oben,L,L1,2,600
9t5x12nBci,1a,oben,L,L2,2,5
9t5x12nBci,1a,oben,L,L3,2,12
9t5x12nBci,1a,oben,L,L4,2,50000
9t5x12nBci,1a,oben,L,L5,2,70
9t5x12nBci,1b,unten,L,L1,3,9
9t5x12nBci,1b,unten,L,L2,3,7
9t5x12nBci,1b,unten,L,L3,3,7
9t5x12nBci,1b,unten,L,L4,3,9
9t5x12nBci,1b,unten,L,L5,3,9
9t5x12nBci,2,unten,A,A1,1,8
9t5x12nBci,2,unten,A,A2,1,1
9t5x12nBci,2,unten,A,A3,1,1
9t5x12nBci,2,unten,A,A4,1,1
9t5x12nBci,2,unten,A,A5,1,1
urmsle3GQ5,1a,oben,L,L1,3,250
urmsle3GQ5,1a,oben,L,L2,3,30
urmsle3GQ5,1a,oben,L,L3,3,20
urmsle3GQ5,1a,oben,L,L4,3,25000
urmsle3GQ5,1a,oben,L,L5,3,50
urmsle3GQ5,1b,oben,L,L1,2,2
urmsle3GQ5,1b,oben,L,L2,2,1
urmsle3GQ5,1b,oben,L,L3,2,3
urmsle3GQ5,1b,oben,L,L4,2,1
urmsle3GQ5,1b,oben,L,L5,2,1
urmsle3GQ5,2,oben,L,L1,1,1
urmsle3GQ5,2,oben,L,L2,1,1
urmsle3GQ5,2,oben,L,L3,1,1
urmsle3GQ5,2,oben,L,L4,1,1
urmsle3GQ5,2,oben,L,L5,1,1
HHbwGfgZYd,1a,oben,A,A1,3,10
HHbwGfgZYd,1a,oben,A,A2,3,10
HHbwGfgZYd,1a,oben,A,A3,3,5
HHbwGfgZYd,1a,oben,A,A4,3,25
HHbwGfgZYd,1a,oben,A,A5,3,80
HHbwGfgZYd,1b,unten,L,L1,1,9
HHbwGfgZYd,1b,unten,L,L3,1,6
HHbwGfgZYd,1b,unten,L,L4,1,9
HHbwGfgZYd,1b,unten,L,L5,1,7
HHbwGfgZYd,2,unten,L,L1,2,1
HHbwGfgZYd,2,unten,L,L2,2,1
HHbwGfgZYd,2,unten,L,L3,2,1
HHbwGfgZYd,2,unten,L,L4,2,1
HHbwGfgZYd,2,unten,L,L5,2,1
L0SaPXmhQD,1a,unten,L,L1,1,150
L0SaPXmhQD,1a,unten,L,L2,1,10
L0SaPXmhQD,1a,unten,L,L3,1,40
L0SaPXmhQD,1a,unten,L,L4,1,50000
L0SaPXmhQD,1a,unten,L,L5,1,40
L0SaPXmhQD,1b,unten,A,A2,3,5
L0SaPXmhQD,1b,unten,A,A5,3,6
L0SaPXmhQD,2,unten,A,A1,2,9
L0SaPXmhQD,2,unten,A,A2,2,9
L0SaPXmhQD,2,unten,A,A4,2,8
L0SaPXmhQD,2,unten,A,A5,2,8
7nu4FVcb4z,1a,unten,A,A1,2,6
7nu4FVcb4z,1a,unten,A,A2,2,7
7nu4FVcb4z,1a,unten,A,A3,2,2.5
7nu4FVcb4z,1a,unten,A,A4,2,6
7nu4FVcb4z,1a,unten,A,A5,2,30
7nu4FVcb4z,1b,unten,A,A1,3,6
7nu4FVcb4z,1b,unten,A,A2,3,6
7nu4FVcb4z,1b,unten,A,A3,3,5
7nu4FVcb4z,1b,unten,A,A4,3,6
7nu4FVcb4z,1b,unten,A,A5,3,4
7nu4FVcb4z,2,oben,L,L1,1,1
7nu4FVcb4z,2,oben,L,L2,1,1
7nu4FVcb4z,2,oben,L,L3,1,1
7nu4FVcb4z,2,oben,L,L4,1,1
7nu4FVcb4z,2,oben,L,L5,1,1
AqdUe9X9zW,1a,unten,A,A1,2,5.5
AqdUe9X9zW,1a,unten,A,A2,2,4.5
AqdUe9X9zW,1a,unten,A,A3,2,1.5
AqdUe9X9zW,1a,unten,A,A4,2,12.9
AqdUe9X9zW,1a,unten,A,A5,2,32
AqdUe9X9zW,1b,oben,A,A1,1,7
AqdUe9X9zW,1b,oben,A,A2,1,7
AqdUe9X9zW,1b,oben,A,A3,1,8
AqdUe9X9zW,1b,oben,A,A4,1,8
AqdUe9X9zW,1b,oben,A,A5,1,5
AqdUe9X9zW,2,unten,A,A1,3,7
AqdUe9X9zW,2,unten,A,A2,3,6
AqdUe9X9zW,2,unten,A,A3,3,1
AqdUe9X9zW,2,unten,A,A4,3,5
AqdUe9X9zW,2,unten,A,A5,3,3
9DNR1Q74eB,1a,oben,L,L1,2,800
9DNR1Q74eB,1a,oben,L,L2,2,10
9DNR1Q74eB,1a,oben,L,L3,2,12
9DNR1Q74eB,1a,oben,L,L4,2,35000
9DNR1Q74eB,1a,oben,L,L5,2,80
9DNR1Q74eB,1b,oben,A,A1,1,8
9DNR1Q74eB,1b,oben,A,A2,1,4
9DNR1Q74eB,1b,oben,A,A3,1,5
9DNR1Q74eB,1b,oben,A,A4,1,9
9DNR1Q74eB,1b,oben,A,A5,1,3
9DNR1Q74eB,2,unten,A,A1,3,2
9DNR1Q74eB,2,unten,A,A2,3,1
9DNR1Q74eB,2,unten,A,A3,3,2
9DNR1Q74eB,2,unten,A,A4,3,8
9DNR1Q74eB,2,unten,A,A5,3,7
pCf1nIrpGb,1a,oben,A,A1,2,12
pCf1nIrpGb,1a,oben,A,A2,2,10
pCf1nIrpGb,1a,oben,A,A3,2,0
pCf1nIrpGb,1a,oben,A,A4,2,15
pCf1nIrpGb,1a,oben,A,A5,2,80
pCf1nIrpGb,1b,unten,A,A1,3,5
pCf1nIrpGb,1b,unten,A,A2,3,8
pCf1nIrpGb,1b,unten,A,A3,3,5
pCf1nIrpGb,1b,unten,A,A4,3,5
pCf1nIrpGb,1b,unten,A,A5,3,2
pCf1nIrpGb,2,unten,L,L1,1,1
pCf1nIrpGb,2,unten,L,L2,1,1
pCf1nIrpGb,2,unten,L,L3,1,1
pCf1nIrpGb,2,unten,L,L4,1,1
pCf1nIrpGb,2,unten,L,L5,1,1
B6FWlnQE7b,1a,oben,A,A1,2,8
B6FWlnQE7b,1a,oben,A,A2,2,14
B6FWlnQE7b,1a,oben,A,A3,2,2.5
B6FWlnQE7b,1a,oben,A,A4,2,8
B6FWlnQE7b,1a,oben,A,A5,2,40
B6FWlnQE7b,1b,oben,L,L1,3,6
B6FWlnQE7b,1b,oben,L,L4,3,7
B6FWlnQE7b,1b,oben,L,L5,3,7
B6FWlnQE7b,2,unten,L,L1,1,2
B6FWlnQE7b,2,unten,L,L2,1,1
B6FWlnQE7b,2,unten,L,L3,1,1
B6FWlnQE7b,2,unten,L,L4,1,1
B6FWlnQE7b,2,unten,L,L5,1,1
QMshZTvyK0,1a,unten,L,L1,3,590
QMshZTvyK0,1a,unten,L,L2,3,25
QMshZTvyK0,1a,unten,L,L3,3,15
QMshZTvyK0,1a,unten,L,L4,3,59000
QMshZTvyK0,1a,unten,L,L5,3,220
QMshZTvyK0,1b,unten,L,L1,2,7
QMshZTvyK0,1b,unten,L,L2,2,7
QMshZTvyK0,1b,unten,L,L3,2,6
QMshZTvyK0,1b,unten,L,L4,2,9
QMshZTvyK0,1b,unten,L,L5,2,8
QMshZTvyK0,2,unten,A,A1,1,9
QMshZTvyK0,2,unten,A,A2,1,1
QMshZTvyK0,2,unten,A,A3,1,4
QMshZTvyK0,2,unten,A,A4,1,6
PTEiwd2Id7,1a,oben,L,L1,1,499
PTEiwd2Id7,1a,oben,L,L2,1,20
PTEiwd2Id7,1a,oben,L,L3,1,15
PTEiwd2Id7,1a,oben,L,L4,1,50000
PTEiwd2Id7,1a,oben,L,L5,1,120
PTEiwd2Id7,1b,unten,L,L1,2,3
PTEiwd2Id7,1b,unten,L,L2,2,4
PTEiwd2Id7,1b,unten,L,L3,2,7
PTEiwd2Id7,1b,unten,L,L4,2,9
PTEiwd2Id7,1b,unten,L,L5,2,6
PTEiwd2Id7,2,oben,L,L1,3,2
PTEiwd2Id7,2,oben,L,L2,3,5
PTEiwd2Id7,2,oben,L,L3,3,1
PTEiwd2Id7,2,oben,L,L4,3,4
PTEiwd2Id7,2,oben,L,L5,3,3
kNqfpt5fDD,1a,unten,A,A1,3,10
kNqfpt5fDD,1a,unten,A,A2,3,5
kNqfpt5fDD,1a,unten,A,A3,3,5
kNqfpt5fDD,1a,unten,A,A4,3,25
kNqfpt5fDD,1a,unten,A,A5,3,80
kNqfpt5fDD,1b,oben,L,L1,2,3
kNqfpt5fDD,1b,oben,L,L2,2,7
kNqfpt5fDD,1b,oben,L,L3,2,5
kNqfpt5fDD,1b,oben,L,L4,2,9
kNqfpt5fDD,1b,oben,L,L5,2,7
kNqfpt5fDD,2,unten,L,L1,1,1
kNqfpt5fDD,2,unten,L,L2,1,1
kNqfpt5fDD,2,unten,L,L3,1,1
kNqfpt5fDD,2,unten,L,L4,1,1
kNqfpt5fDD,2,unten,L,L5,1,2
zPaRlysSHN,1a,oben,L,L1,1,250
zPaRlysSHN,1a,oben,L,L2,1,20
zPaRlysSHN,1a,oben,L,L3,1,5
zPaRlysSHN,1a,oben,L,L4,1,30000
zPaRlysSHN,1a,oben,L,L5,1,50
zPaRlysSHN,1b,oben,A,A1,3,7
zPaRlysSHN,1b,oben,A,A2,3,6
zPaRlysSHN,1b,oben,A,A4,3,7
zPaRlysSHN,1b,oben,A,A5,3,3
zPaRlysSHN,2,oben,A,A1,2,9
zPaRlysSHN,2,oben,A,A2,2,1
zPaRlysSHN,2,oben,A,A3,2,1
zPaRlysSHN,2,oben,A,A4,2,3
zPaRlysSHN,2,oben,A,A5,2,1
m2YVwUhBOz,1a,unten,A,A1,3,4.5
m2YVwUhBOz,1a,unten,A,A2,3,5
m2YVwUhBOz,1a,unten,A,A3,3,1.2
m2YVwUhBOz,1a,unten,A,A4,3,12
m2YVwUhBOz,1a,unten,A,A5,3,20
m2YVwUhBOz,1b,oben,L,L1,1,3
m2YVwUhBOz,1b,oben,L,L2,1,7
m2YVwUhBOz,1b,oben,L,L3,1,7
m2YVwUhBOz,1b,oben,L,L4,1,9
m2YVwUhBOz,1b,oben,L,L5,1,5
m2YVwUhBOz,2,unten,L,L1,2,1
m2YVwUhBOz,2,unten,L,L2,2,1
m2YVwUhBOz,2,unten,L,L3,2,1
m2YVwUhBOz,2,unten,L,L4,2,1
m2YVwUhBOz,2,unten,L,L5,2,1
H4Xow3Lop6,1a,oben,L,L1,3,250
H4Xow3Lop6,1a,oben,L,L2,3,8
H4Xow3Lop6,1a,oben,L,L3,3,10
H4Xow3Lop6,1a,oben,L,L4,3,50000
H4Xow3Lop6,1a,oben,L,L5,3,60
H4Xow3Lop6,1b,oben,A,A1,2,7
H4Xow3Lop6,1b,oben,A,A2,2,4
H4Xow3Lop6,1b,oben,A,A3,2,5
H4Xow3Lop6,1b,oben,A,A4,2,8
H4Xow3Lop6,1b,oben,A,A5,2,6
H4Xow3Lop6,2,unten,A,A1,1,4
H4Xow3Lop6,2,unten,A,A2,1,2
H4Xow3Lop6,2,unten,A,A3,1,1
H4Xow3Lop6,2,unten,A,A4,1,6
H4Xow3Lop6,2,unten,A,A5,1,1
RCxzRC7hKB,1a,oben,A,A1,1,7
RCxzRC7hKB,1a,oben,A,A2,1,12
RCxzRC7hKB,1a,oben,A,A3,1,1
RCxzRC7hKB,1a,oben,A,A4,1,8
RCxzRC7hKB,1a,oben,A,A5,1,25
RCxzRC7hKB,1b,oben,L,L1,2,8
RCxzRC7hKB,1b,oben,L,L2,2,8
RCxzRC7hKB,1b,oben,L,L3,2,9
RCxzRC7hKB,1b,oben,L,L4,2,9
RCxzRC7hKB,1b,oben,L,L5,2,9
RCxzRC7hKB,2,oben,A,A1,3,4
RCxzRC7hKB,2,oben,A,A2,3,1
RCxzRC7hKB,2,oben,A,A3,3,4
RCxzRC7hKB,2,oben,A,A4,3,9
RCxzRC7hKB,2,oben,A,A5,3,4
